IndicatorID,IndicatorName,ParentCode,ParentName,AreaCode,AreaName,AreaType,Sex,Age,CategoryType,Category,Timeperiod,Value,LowerCI95.0limit,UpperCI95.0limit,LowerCI99.8limit,UpperCI99.8limit,Count,Denominator,Valuenote,RecentTrend,ComparedtoEnglandvalueorpercentiles,ComparedtoDistrict&UA(pre4/19)valueorpercentiles,TimeperiodSortable,Newdata,Comparedtogoal
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001089,Manchester 045,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,28.695652173913,23.2374095072348,34.8538543369816,NA,NA,66,230,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001090,Manchester 046,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.7358490566038,30.5745947673812,45.4757303264617,NA,NA,60,159,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001091,Manchester 047,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.2727272727273,35.9325768690748,48.8781011084864,NA,NA,93,220,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001092,Manchester 048,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.4658753709199,34.3942517033896,44.7749490606082,NA,NA,133,337,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001093,Manchester 049,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.8367346938776,37.0558192811302,46.7760915574486,NA,NA,164,392,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001094,Manchester 050,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,44.8275862068966,40.4944619698716,49.2406941660406,NA,NA,221,493,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001095,Manchester 051,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.9399399399399,34.8230463719431,45.2862904553667,NA,NA,133,333,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001096,Manchester 052,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.6491228070175,34.1438349892403,45.4297344557798,NA,NA,113,285,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000003,Manchester,E02001097,Manchester 053,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,47.1571906354515,41.5709216788195,52.8155800682662,NA,NA,141,299,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001098,Oldham 001,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,27.9761904761905,21.7390400705987,35.1980107971931,NA,NA,47,168,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001099,Oldham 002,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.4651162790698,28.7044471556866,42.8608478917202,NA,NA,61,172,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001100,Oldham 003,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,30.5555555555556,23.6183271341702,38.5032587547256,NA,NA,44,144,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001101,Oldham 004,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,29.7297297297297,23.6100487204066,36.6740962611185,NA,NA,55,185,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001102,Oldham 005,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,29.6703296703297,23.509517670253,36.6715955917788,NA,NA,54,182,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001103,Oldham 006,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,26.3157894736842,19.572831006016,34.3884899686821,NA,NA,35,133,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001104,Oldham 007,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.3770491803279,26.8183844516021,38.4820134684172,NA,NA,79,244,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001105,Oldham 008,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,29.6296296296296,23.1358815680575,37.067073429246,NA,NA,48,162,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001106,Oldham 009,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.9426751592357,29.7890063022859,44.7200535504311,NA,NA,58,157,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001107,Oldham 010,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.7205387205387,33.3583153052242,44.370818085286,NA,NA,115,297,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001108,Oldham 011,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.0163934426229,28.3606821112162,40.1675857697316,NA,NA,83,244,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001109,Oldham 012,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.8571428571429,36.4534068268058,49.5093738188475,NA,NA,93,217,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001110,Oldham 013,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,23.6686390532544,17.8902083082887,30.6175162809091,NA,NA,40,169,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001111,Oldham 014,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.1818181818182,33.4682614469352,43.1288842699872,NA,NA,147,385,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001112,Oldham 015,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,31.8681318681319,25.5331404135656,38.952717360679,NA,NA,58,182,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001113,Oldham 016,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,43.6440677966102,39.2390406091916,48.1517176175713,NA,NA,206,472,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001114,Oldham 017,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.5690607734807,32.7351882557794,42.6639914079692,NA,NA,136,362,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001115,Oldham 018,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,29.0322580645161,22.4622559644123,36.6164376697388,NA,NA,45,155,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001116,Oldham 019,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.0335195530726,31.2328384861442,41.1307485041587,NA,NA,129,358,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001117,Oldham 020,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,20.1183431952663,14.7692291077289,26.7957167743945,NA,NA,34,169,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001118,Oldham 021,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,26.3513513513513,19.9170714796824,33.9822123235237,NA,NA,39,148,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001119,Oldham 022,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.1304347826087,35.3700098274181,43.0245095991906,NA,NA,243,621,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001121,Oldham 024,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.2110552763819,37.4559518480037,47.1150776863916,NA,NA,168,398,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001123,Oldham 026,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.9677419354839,35.6364263422374,46.5201694719586,NA,NA,127,310,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001124,Oldham 027,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.4,28.7874777169604,40.4846812272975,NA,NA,86,250,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001125,Oldham 028,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.719298245614,31.6805198352668,44.1650427811631,NA,NA,86,228,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001126,Oldham 029,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.7260981912145,33.0399066108301,42.653562478491,NA,NA,146,387,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001127,Oldham 030,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.7164179104478,31.7323463562082,42.0016824401037,NA,NA,123,335,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001128,Oldham 031,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.8200836820084,30.9587663435325,43.0983817620893,NA,NA,88,239,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001129,Oldham 032,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.5300546448087,34.6362881102103,48.7721051898282,NA,NA,76,183,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001130,Oldham 033,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.037037037037,29.9815976062174,44.6930101193393,NA,NA,60,162,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000004,Oldham,E02001131,Oldham 034,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,33.5443037974684,26.6503256467925,41.2194647153845,NA,NA,53,158,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001132,Rochdale 001,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.5358851674641,26.5490390927572,39.1531317134023,NA,NA,68,209,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001133,Rochdale 002,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,33.4745762711864,27.7611549448808,39.7173617454663,NA,NA,79,236,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001134,Rochdale 003,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.620320855615,26.3094529896347,39.6308618656028,NA,NA,61,187,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001135,Rochdale 004,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.5196506550218,35.1471983646405,44.0664477542821,NA,NA,181,458,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001136,Rochdale 005,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.7294832826748,35.5569829628722,46.1159732198907,NA,NA,134,329,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001137,Rochdale 006,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.9014778325123,33.4128616717537,46.7651934271799,NA,NA,81,203,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001138,Rochdale 007,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.7338129496403,27.4858397432158,38.4524574818654,NA,NA,91,278,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001139,Rochdale 008,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.8086642599278,34.8410818420741,42.930380275112,NA,NA,215,554,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001140,Rochdale 009,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.4199475065617,35.6117148243471,45.4194349317887,NA,NA,154,381,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001141,Rochdale 010,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.2142857142857,34.2830198815079,42.306143980957,NA,NA,214,560,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001142,Rochdale 011,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.010989010989,32.2215865015752,46.2546909373609,NA,NA,71,182,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001143,Rochdale 012,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.9490333919156,36.9824145676276,45.0370432746792,NA,NA,233,569,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001144,Rochdale 013,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,33.5,27.3240869784163,40.2978087920335,NA,NA,67,200,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001145,Rochdale 014,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.5,31.4210330663567,44.0004726201607,NA,NA,84,224,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001146,Rochdale 015,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.9237288135593,33.6606444312785,42.3817961995709,NA,NA,179,472,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001147,Rochdale 016,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.8081534772182,35.2235149604513,44.5788552151982,NA,NA,166,417,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001148,Rochdale 017,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.0052356020942,34.2465809347416,43.9828192295793,NA,NA,149,382,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001149,Rochdale 018,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.6600566572238,34.694522205576,44.8482135961289,NA,NA,140,353,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001150,Rochdale 019,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.1652421652422,37.1112585914627,47.3888614951836,NA,NA,148,351,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001151,Rochdale 020,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.6071428571429,31.6346080115436,41.8824548234869,NA,NA,123,336,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001152,Rochdale 021,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.9204892966361,32.8307012052716,43.2907920677902,NA,NA,124,327,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001153,Rochdale 022,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.2,35.9928740326145,44.5565630404319,NA,NA,201,500,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001154,Rochdale 023,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.7541899441341,30.9648442852122,40.8460144448968,NA,NA,128,358,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001155,Rochdale 024,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.1304347826087,33.0511963715569,45.5667953856964,NA,NA,90,230,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000005,Rochdale,E02001156,Rochdale 025,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.6559485530547,31.4936307435379,42.1438945331857,NA,NA,114,311,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001157,Salford 001,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.8212560386473,36.1922014597694,45.6190816487807,NA,NA,169,414,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001158,Salford 002,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,45.9821428571429,39.5781787298131,52.521590955139,NA,NA,103,224,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001159,Salford 003,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.7067669172932,27.34998840426,38.5559178259858,NA,NA,87,266,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001160,Salford 004,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.7586206896552,37.195858087891,48.5107198168869,NA,NA,124,290,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001161,Salford 005,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.625,33.3213047220422,48.3683114374235,NA,NA,65,160,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001162,Salford 006,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.6666666666667,30.4429151049586,43.3694595819556,NA,NA,77,210,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001163,Salford 007,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.1799307958478,27.057976144799,37.7694084698001,NA,NA,93,289,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001164,Salford 008,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.8821292775665,31.2788678904751,42.8630813010241,NA,NA,97,263,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001165,Salford 009,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.3399209486166,32.5655084375231,44.4631222707345,NA,NA,97,253,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001166,Salford 010,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.4827586206897,27.2367664781647,42.529721732482,NA,NA,50,145,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001167,Salford 011,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,33.9285714285714,28.6337117568827,39.6584466987804,NA,NA,95,280,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001168,Salford 012,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.2911392405063,33.1026561188417,43.7608811246259,NA,NA,121,316,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001169,Salford 013,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,29.585798816568,24.9713051157153,34.6591035315913,NA,NA,100,338,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001170,Salford 014,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,24.5791245791246,20.0276242095217,29.7798256705833,NA,NA,73,297,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001171,Salford 015,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35,28.4115850578637,42.2152798797847,NA,NA,63,180,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001172,Salford 016,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,42.2632794457275,37.6985448520595,46.9640830539835,NA,NA,183,433,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001173,Salford 017,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,39.6610169491525,34.2459606253703,45.3418782773302,NA,NA,117,295,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001174,Salford 018,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,41.7808219178082,34.0918796591997,49.8911913887676,NA,NA,61,146,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001175,Salford 019,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.5394736842105,29.4172154006019,40.0475862670801,NA,NA,105,304,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001176,Salford 020,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,31.3333333333333,26.3484397559855,36.7902311697308,NA,NA,94,300,NA,NA,Similar,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001177,Salford 021,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,37.956204379562,33.3966066471782,42.738854769471,NA,NA,156,411,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001178,Salford 022,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.1317365269461,27.3696091989453,41.607476125744,NA,NA,57,167,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001179,Salford 023,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.9302325581395,34.5728905833484,47.6059889533877,NA,NA,88,215,NA,NA,Worse,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001180,Salford 024,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.8098159509202,29.7890417514963,44.4379877267029,NA,NA,60,163,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001181,Salford 025,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,38.7665198237885,32.6655509179892,45.2413639574647,NA,NA,88,227,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001182,Salford 026,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,36.9158878504673,30.7341391123664,43.5590921654806,NA,NA,79,214,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001183,Salford 027,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,43.6619718309859,37.1719991446895,50.3765074246533,NA,NA,93,213,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001184,Salford 028,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,47.0833333333333,40.8640693062984,53.394495226694,NA,NA,113,240,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001185,Salford 029,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,34.1269841269841,29.5283485499314,39.0449959028642,NA,NA,129,378,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000006,Salford,E02001186,Salford 030,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,32.512315270936,28.1382764337051,37.2141795114302,NA,NA,132,406,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001187,Stockport 001,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.3292181069959,34.3581734831835,46.6012649253617,NA,NA,98,243,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001188,Stockport 002,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.6083086053413,30.6844274720539,40.8565932900276,NA,NA,120,337,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001189,Stockport 003,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,33.5907335907336,28.1156655426612,39.5454483541439,NA,NA,87,259,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001190,Stockport 004,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,40.785498489426,35.6263983463704,46.1560248294093,NA,NA,135,331,NA,NA,Worse,Worse,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001191,Stockport 005,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,35.2941176470588,28.5077908276871,42.7303704606558,NA,NA,60,170,NA,NA,Similar,Similar,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001192,Stockport 006,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,22.6315789473684,17.258375671164,29.0895312045259,NA,NA,43,190,NA,NA,Better,Better,20160000,NA,NA
93108,"Children with excess weight Year 6, three year average",E08000007,Stockport,E02001193,Stockport 007,MSOA,Persons,10-11 yrs,NA,NA,2016/17 - 18/19,44.2105263157895,37.3329247735751,51.3175939885901,NA,NA,84,190,NA,NA,Worse,Worse,20160000,NA,NA
