GroupID,Name,Postcode,URN
571,St Edmund Arrowsmith Catholic High School,WN4 9PF,106540
572,St Peter's Catholic High School,WN5 8NU,106537
573,Standish Community High School,WN6 0NX,143812
574,Hope School,WN3 6SP,106543
575,Oakfield High School and College,WN2 4XA,131530
576,St Ambrose College,WA15 0HE,138134
577,Stretford High School,M32 0XA,106370
578,Wellington School,WA15 7RH,136377
579,Bishop Bridgeman CofE Primary School,BL3 6PY,142923
580,Blackrod Church Primary School (Anglican Methodist),BL6 5DE,105211
581,Blackrod Primary School,BL6 5SY,105191
582,Bolton Parish Church CofE Primary School,BL2 2AN,105229
583,Bowness Primary School,BL3 1BT,142030
584,Brandwood Primary School,BL3 4BG,105148
585,Brownlow Fold Primary School,BL1 3DX,105149
586,Castle Hill Primary School,BL2 2JT,105150
587,Cherry Tree Primary School,BL4 0NS,105187
588,Chorley New Road Primary Academy,BL6 6EW,148095
589,Church Road Primary School,BL1 5RU,105152
590,Clevelands Prep School,BL1 5DH,105270
591,Eagley Infant School,BL7 9LN,138011
592,Eatock Primary School,BL5 2ER,105202
593,Egerton Primary School,BL7 9RE,105192
594,Forwards Centre,BL2 5DX,142702
595,Gaskell Community Primary School,BL1 2QG,105155
596,Gilnow Primary School,BL1 4LG,105198
597,Green Fold School,BL4 0RR,105281
598,Grosvenor Nursery School,BL4 8AR,105144
599,Hardy Mill Primary School,BL2 3PL,105189
600,Harwood Meadows Primary School,BL2 3PS,137991
601,Haslam Park Primary School,BL3 5QL,105168
602,Heathfield Primary School,BL3 3TP,105172
603,Holy Infant and St Anthony RC Primary School,BL1 6QJ,105219
604,Horwich Parish CofE Primary School,BL6 6AH,105233
605,Ladybridge Community Primary School,BL3 4NB,105169
606,Ladywood School,BL3 1NG,146406
607,Lever Park School,BL6 6DE,142766
608,Leverhulme Community Primary School,BL2 6EE,131271
609,Lostock Primary School,BL6 4PS,105174
610,Markland Hill Primary School,BL1 5EJ,105159
611,Mytham Primary School,BL3 1JG,105190
612,Our Lady of Lourdes RC Primary School,BL4 0BP,105245
613,Oxford Grove Primary School,BL1 3EJ,105160
614,Pikes Lane Primary School,BL3 5HU,105161
615,Raise Education and Wellbeing School,BL3 3HS,143026
616,Sharples Primary School,BL1 8RX,105162
617,Spindle Point Primary School,BL4 8SE,105196
618,St Columba's RC Primary School,BL2 3AR,105220
619,St Ethelbert's RC Primary School,BL3 5RL,105222
620,St George's CofE Primary School,BL5 2FB,131038
621,"St Gregory's RC Primary School, A Voluntary Academy",BL4 8AJ,147361
622,St James CofE Primary School  Daisy Hill,BL5 2EH,105209
623,St James CofE Primary School  Farnworth,BL4 9QB,142944
624,"St John CofE Primary School, Kearsley",BL4 8AP,105241
625,St Joseph's RC Primary School  Halliwell  Bolton,BL1 3EJ,105223
626,"St Mary's CofE Primary School, Deane",BL3 4QP,105203
627,St Matthew's CofE Primary School  Bolton,BL1 2JL,105205
628,St Matthew's CofE Primary School  Little Lever,BL3 1BG,105242
629,St Maxentius CofE Primary School,BL2 4AE,146141
630,St Michael's CofE Primary School  Great Lever,BL3 2PL,105214
631,SS Osmund and Andrew's RC Primary School,BL2 6NW,134237
632,St Peter's CofE Primary School,BL4 9JT,105239
633,St Peter's Smithills Dean CofE Primary School,BL1 6LA,145751
634,Ss Simon and Jude CE Primary School,BL3 2DT,138957
635,"St Stephen and All Martyrs' CofE School, Lever Bridge",BL2 1NZ,105217
636,St Stephen's CofE Primary School,BL4 8PB,105240
637,St Teresa's RC Primary School,BL3 1EN,105247
638,"St Thomas C of E Primary School, Halliwell",BL1 3JB,105218
639,St Thomas of Canterbury RC School,BL1 5LH,105221
640,St William of York RC Primary School,BL3 3DE,105226
641,Sunning Hill Primary School,BL3 6TR,105163
643,Thomasson Memorial School,BL1 4PJ,105276
644,Tonge Moor Primary School,BL2 2PF,145854
645,Walmsley CofE Primary School,BL7 9SA,105232
646,Washacre Primary School,BL5 2NJ,105199
647,Youth Challenge PRU,BL1 6JY,142758
648,Cambian Chesham House School,BL9 6JD,140205
649,Cams Lane Primary School,M26 3SW,105305
650,Chapelfield Primary School,M26 1LH,105313
651,Christ Church Ainsworth Church of England Primary School,BL2 5SQ,105324
652,Christ Church CofE (Aided) Primary School,BL8 3AT,144408
653,East Ward Community Primary School,BL9 7QZ,144572
654,Elton Community Primary School,BL8 1SB,141167
655,Emmanuel Holcombe Church of England Primary School,BL8 4PA,105338
656,Excel and Exceed Centre,BL8 2BS,142675
657,Gorsefield Primary School,M26 4DW,141673
658,Hollins Grundy Primary School,BL9 8AT,105314
659,"Holly Mount Roman Catholic Primary School, Bury",BL8 4HS,105344
660,Holy Trinity Primary School,BL9 0SB,146308
661,Lowercroft Primary School,BL8 2TS,105295
662,Our Lady of Grace RC Primary School,M25 3DZ,105345
663,Park View Primary School,M25 1FA,105307
664,Radcliffe Primary School,M26 3RD,139999
665,St Andrew's Church of England Primary School  Ramsbottom,BL0 9JT,105326
666,St Hilda's Church of England Primary School,M25 1HA,105351
667,St Luke's CofE Primary School,BL9 9JQ,133944
668,St Margaret's Church of England Primary School,M25 2BW,105323
669,"St Marie's Roman Catholic Primary School, Bury",BL9 0RZ,105335
670,St Mary's Church of England Aided Primary School  Prestwich,M25 1BP,105342
671,"St Mary's Church of England Primary School, Hawkshaw",BL8 4JL,105340
672,"St Michael's Roman Catholic Primary School, Whitefield",M45 8NJ,105348
673,St Peter's Church of England Primary School,BL9 9PW,105321
674,Summerseat Methodist Primary School,BL9 5NF,105327
675,Whitefield Community Primary School,M45 6DP,105310
676,Woodbank Primary School,BL8 1AX,105292
677,Woodlands School,BL0 0QL,140486
678,Yesoiday Hatorah Boys Academy,M25 0JW,136661
679,Bury Catholic Prep School,BL9 9BH,105369
680,Cloughside College,M25 3BL,105376
681,Prestwich Prep School,M25 1PZ,105997
682,Abbey Hey Primary Academy,M18 8PF,139404
683,Abbott Community Primary School,M40 7PR,105387
684,Abraham Moss Community School,M8 5UF,105560
685,Acacias Community Primary School,M19 2WW,105401
686,All Saints CE Primary School,M40 1LS,105505
687,All Saints Primary School,M12 5PW,105480
688,Alma Park Primary School,M19 2PF,105389
689,Armitage CE Primary School,M12 5NP,105502
690,Ashgate Specialist Support Primary School,M22 5DR,127802
691,Baguley Hall Primary School,M23 1LB,105485
692,Beaver Road Primary School,M20 6SX,140314
693,Benchill Primary School,M22 8EJ,132241
694,Birchfields Primary School,M14 6PL,130380
695,Briscoe Lane Academy,M40 2TB,138653
696,Broad Oak Primary School,M20 5QB,105467
698,Button Lane Primary School,M23 0ND,131938
699,Camberwell Park Specialist Support School,M40 9GN,105606
1303,Yesoiday Hatorah Girls School,M25 0JW,147227
701,CE School of the Resurrection,M11 3TJ,105547
702,Chapel Street Primary School,M19 3GH,105404
703,Charlestown Community Primary School,M9 7BX,105405
704,Cheetwood Primary School,M8 8EJ,105461
705,Chetham's School of Music,M3 1SB,105588
706,Chorlton CE Primary School,M21 9JA,105487
707,Chorlton Park Primary School,M21 7HH,142343
708,Christ the King RC Primary School,M40 1LU,105514
709,Crab Lane Primary School,M9 8NB,105465
710,Crossacres Primary Academy,M22 5AD,140709
711,Crosslee Community Primary School,M9 6TG,105412
712,Crowcroft Park Primary School,M12 5SY,105413
713,Didsbury CE Primary School,M20 6RL,142265
714,Divine Mercy RC Primary School,M14 7SH,135648
715,Grange School,M12 4GR,145845
716,Harpurhey Alternative Provision School,M9 4DE,141680
717,Haveley Hey Community School,M22 9NS,139263
718,Heald Place Primary School,M14 7PN,105422
719,Higher Openshaw Community School,M11 1AJ,105471
720,Holy Name RC Primary School,M15 6JS,105516
721,Holy Trinity CE Primary School,M9 4DU,105488
722,IncludEd,M16 8ER,141207
723,King David Primary School,M8 5DJ,139497
724,Lily Lane Primary School,M40 9JP,105424
725,Manchester Jewish School for Special Education,M7 4QY,135027
726,Manchester Young Lives,M22 9TF,136264
727,Manley Park Primary School,M16 0AA,105472
728,Mauldeth Road Primary School,M14 6SG,105426
729,Meade Hill School,M9 6GN,105614
730,Medlock Primary School,M13 9UJ,105483
731,Moor Allerton Prep School,M20 2PW,105585
732,Moston Fields Primary School,M40 9GJ,105427
733,Mount Carmel RC Primary School,M9 8BG,105555
734,New Moston Primary School,M40 3QJ,105432
735,Newall Green Primary School,M23 2YH,142437
736,North Ridge High School,M9 0RP,132905
737,Northenden Community School,M22 4FL,105434
738,Oasis Academy Aspinal,M18 7NY,140052
740,Old Hall Drive Academy,M18 7FU,142501
741,Old Moat Primary School,M20 3FN,142360
742,Oswald Road Primary School,M21 9PL,131030
743,Our Lady's RC Primary School Manchester,M16 8AW,105543
744,Peel Hall Primary School,M22 5AU,105468
745,Pike Fold Primary School,M9 8QP,105470
746,Pioneer House High School,M23 0FF,142893
747,Piper Hill High School,M23 2YS,141805
748,Plymouth Grove Primary School,M13 0AQ,105443
749,Rack House Primary School,M23 0BT,105448
750,Ravensbury Community School,M11 4EG,105449
751,Rolls Cresecent Primary School,M15 5FT,144913
752,Rushbrook Primary Academy,M18 7TN,138784
753,Sandilands Primary School,M23 9JX,105469
754,Saviour CofE Primary School,M40 7RH,105548
755,Seymour Road Academy,M11 4PR,139078
756,Southern Cross School,M21 7JJ,105623
757,St Agnes CE Primary School,M13 0PE,105500
758,St Andrew's CE Primary School,M19 2UH,105507
759,St Anne's RC Primary School Crumpsall,M8 5AB,105521
760,St Anthony's Catholic Primary School,M22 0NT,139458
761,St Augustine's CE Primary School,M40 8PL,105490
762,St Barnabas CE Primary Academy,M11 2JX,137866
763,St Bernard's RC Primary School Manchester,M19 1DR,105541
764,St Brigids RC Primary School,M11 3DR,105523
765,St Chad's RC Primary School,M8 0SP,105525
766,St Chrysostoms CE Primary School,M13 0DX,105491
767,St Clements CE Primary School,M11 1LR,105501
768,St Cuthbert's RC Primary School,M20 4UZ,105553
769,St Dunstan's RC Primary School,M40 9HF,105526
770,St Edmund's RC Primary School,M40 8NG,105527
771,St Francis RC Primary School,M12 5LZ,105529
772,St James' CE Primary School  Rusholme,M14 6HW,105508
773,St John Bosco RC Primary School,M9 7AT,105530
774,St John Fisher and Thomas More Catholic Primary School,M22 9NW,139467
775,St Johns CE Primary School,M13 0YE,105504
776,St Josephs RC Primary School,M13 0BT,105550
777,St Kentigerns RC Primary School,M14 7ED,105584
778,St Luke's CE Primary School,M12 4NG,105503
779,St Malachy's RC Primary School,M40 7RG,105532
780,St Margarets CE Primary School,M16 8FQ,105493
781,St Mary's CE Junior and Infant School Moss Side,M16 7AQ,105495
782,St Mary's RC Primary School,M19 2QW,105534
783,St Patrick's RC Primary School,M4 5HF,105535
784,St Paul's CE Primary School,M20 4PG,105498
785,St Peter's Catholic Primary School,M23 2YS,105537
786,St Wilfrid's CE Aided Primary School Northenden,M22 4NR,142936
787,St Wilfrid's RC Primary School,M15 5BJ,105539
1266,Manchester Communication Primary Academy ,M40 8NT,140482
789,St Willibrord's RC Primary School,M11 4WR,105540
790,The Birches School,M20 2XZ,105613
791,The Willows Primary School,M22 1BQ,139438
792,TLG Manchester,M9 5US,136242
793,Varna Community Primary School,M11 2LE,105459
794,Webster Primary School,M15 6JU,139445
795,Wilbraham Primary School,M14 7AE,145439
796,Alt Academy,OL8 2EL,141333
797,Beal Vale Primary School,OL2 7SZ,147368
798,Beever Primary School,OL1 3QU,105627
799,Blackshaw Lane Primary and Nursery School,OL2 6NT,105652
800,Bright Futures School,OL4 4DW,105748
801,Burnley Brow Community School,OL9 0BY,105680
802,Christ Church CE Primary School,OL9 9ED,105707
803,Oasis Academy Clarksfield ,OL4 1NG,146767
804,Coppice Primary Academy,OL8 1AP,139704
805,Corpus Christi RC Primary School,OL9 7HA,105718
806,Crompton Primary School,OL2 7HD,133286
807,East Crompton St James CofE Primary School,OL2 7TD,105710
808,Elland House School,OL2 5PJ,131751
809,Farrowdale House School,OL2 7AD,105747
810,Firbank Primary School,OL2 6SJ,146813
811,Freehold Community Primary,OL9 7RG,142425
812,Friezland Primary School,OL3 7LQ,105666
813,Glodwick Infant and Nursery School,OL4 1AJ,105645
814,Hey with Zion Primary School,OL4 3LQ,105694
815,Holy Cross CE Primary School,OL1 3EZ,135720
816,Holy Trinity CE Dobcross Primary School,OL3 5BP,105691
817,Limehurst Community Primary School,OL8 3JQ,105638
818,Mather Street Primary School,M35 0DT,105649
819,Oasis Academy Limeside,OL8 3SB,137479
820,"Propps Hall Junior, Infant and Nursery",M35 0ND,105663
821,Rushcroft Primary School,OL2 7YL,105659
822,Spring Brook Academy,M35 0DQ,143472
823,Springhead Infant and Nursery School,OL4 4QT,105668
824,St Agnes CE Primary School,OL4 5RU,105700
825,Ss Aidan & Oswald RC Primary School,OL2 5PQ,105721
826,St Anne's CofE  (Aided) Broadway Primary School,OL2 5DH,105715
827,St Annes RC Primary School,OL4 1HP,105725
828,St Chads CE Saddleworth Primary School,OL3 6EE,140589
829,St Edwards RC Primary School,OL4 3LQ,105720
830,St Herberts RC School,OL9 9SN,105722
831,St John's Church of England Primary School,M35 9PY,146670
832,"St Josephs RC Junior, Infant and Nursery School",OL2 8SZ,105719
833,St Lukes CE Primary School,OL9 9HT,105708
834,St Mary's CE Primary School High Crompton,OL2 7PP,105711
835,St Theresa's Primary School,OL1 4NA,136825
836,St Thomas CE Leeside Primary School,OL4 5AT,105714
837,St Thomas CE Moorside Primary School,OL1 4RL,105695
838,St Thomas' CE Primary School,OL8 1SE,105698
839,Stanley Road Primary School,OL9 7HX,105686
840,Thornham St James CE Primary School,OL2 6XT,105692
841,Westwood Academy,OL9 6BH,141401
842,Willowpark Primary Academy,OL1 4LJ,144507
843,Woodlands Primary Academy,OL1 4HU,144025
844,Yew Tree Community School,OL9 8LD,133712
845,Christ Church CE Primary School Denshaw,OL3 5RY,105693
846,Kingfisher Special School,OL9 9QR,143304
848,Alice Ingham Catholic Primary School,OL16 2NU,144982
849,Ashfield Valley Primary School,OL11 1TA,105783
850,Boarshaw Community Primary School,M24 2NU,105787
851,Brimrod Community Primary School,OL11 4NB,105764
852,Broadfield Community Primary School,OL16 1QT,134220
853,Castleton Primary School,OL11 2QD,105765
854,Deeplish Primary Academy,OL11 1LT,141365
855,Greenbank Primary School,OL12 0HZ,105768
856,Hamer Community Primary School,OL16 2SU,105800
857,Harwood Park Primary School,OL10 1DG,105796
858,Heap Bridge Village Primary School,BL9 7JP,105797
859,Hollin Primary School,M24 6JG,105792
860,Holy Trinity CE Primary School,OL15 9DB,105814
861,Little Heaton CE Primary School,M24 4QA,105812
862,Littleborough Community Primary School,OL15 9HW,105785
863,Meanwood Community Nursery and Primary School,OL12 7DJ,105773
864,Middleton Parish Church School,M24 5DL,105821
865,Parkfield Primary School,M24 4AF,105799
866,Sandbrook Community Primary School,OL11 2LR,134966
867,Shawclough Community Primary School,OL12 6NL,105766
868,Smithy Bridge Foundation Primary School,OL15 0DY,105847
869,St Andrew's CE Primary School Dearnley,OL12 9QA,144690
870,St Gabriels CE Primary School,M24 2BH,105808
871,St James CE Primary School,OL12 9JW,144689
872,"St John's Roman Catholic Primary School, Rochdale",OL11 1EZ,105826
873,St Johns VA CE Primary School Thornham,M24 2SB,105806
874,St Josephs RC Primary School,OL10 2AA,105833
875,St Luke's CE Primary School,OL10 4XB,105805
876,St Margarets CE Primary School,OL10 3RD,105815
877,St Mary's RC Primary School Middleton,M24 5QL,105818
878,"St Michael's Church of England Primary School, Alkrington",M24 1RG,105822
879,St Michael's CE Primary School Bamford,OL10 4BB,105813
880,St Patricks RC Primary School,OL12 0ET,144934
881,St Peter's CE Primary School,OL16 5JQ,105803
882,St Thomas CE Primary School,OL16 3QZ,105824
883,St Thomas More RC Primary School,M24 1RY,105820
884,"St Vincent's Roman Catholic Primary School, Rochdale",OL12 7QL,105831
885,Stansfield Hall CE Primary School,OL15 9PR,105810
886,Whittaker Moss Primary School,OL11 5XP,105781
887,Brownhill School,OL12 0PZ,105861
888,Great Howarth School,OL12 9HJ,135753
889,Meadows School,OL12 9EN,136257
890,Newlands School,M24 6JG,135201
891,Beis Malka Belz Girls School,M7 2BT,136117
892,Boothstown Methodist Primary School,M28 1DG,105942
893,Branwood Prep School,M30 9HN,105991
894,Bridgewater Primary School,M38 9WD,105912
895,Broadoak Primary School,M27 0EP,137556
896,Broughton Jewish Cassel Fox Primary School,M7 4RT,138543
897,Cadishead Primary School,M44 5JD,131008
898,Clarendon Cottage School,M30 9BJ,106001
899,Clarendon Road Community Primary School,M30 9BF,105902
900,Clifton Primary School,M27 6PF,105907
901,Dukesgate Academy,M38 9HF,138416
902,Godfrey Ermen Memorial CE Primary School,M30 7BJ,105946
903,Grosvenor Road Primary School,M27 5LN,131037
904,Holy Cross and All Saints RC Primary School,M30 0JA,105952
905,Irlam Primary School,M44 6NA,105898
906,James Brindley Community Primary School,M28 7HE,105918
907,Kerem Shloime,M7 2EY,140491
908,Light Oaks Junior School,M6 8LU,105884
909,Monton Green Primary School,M30 9JP,105904
910,Moorside Primary School,M27 0LN,105910
911,Mossfield Primary School,M27 6EH,105925
912,North Walkden Primary School,M28 3QD,105922
913,Oholei Yosef Yitzchok Lubavitch Schools,M7 4WG,106004
914,Peel Hall Primary School,M38 0BZ,105913
915,Springwood Primary School,M27 5LL,132153
916,St Andrew's CofE Primary School,M30 0FG,105934
917,St Andrew's Methodist Primary School,M28 0ZA,105938
918,St Augustine's CE Primary School,M27 8UX,144372
919,St John's CE Primary School,M27 5FU,105929
920,St Joseph's RC Primary School,M5 3JP,105965
921,St Luke's CE Primary School,M5 5JH,105930
922,St Luke's RC Primary School,M6 7WR,105966
923,St Mary's CE Primary School,M44 5HG,105936
924,St Mary's RC Primary School,M30 0FJ,105953
925,St Paul's CE Primary School Crompton Street,M28 3HP,105945
926,St Paul's CofE Primary School,M5 4AU,147730
927,St Paul's CE Primary School Heathside Grove,M28 3NZ,105937
928,St Philip's CofE Primary School,M3 5LF,105944
929,St Philip's RC Primary School Cavendish Road,M7 4WP,105968
930,The Deans Primary School,M27 5TD,105924
931,The Friars Primary School,M3 7EU,105896
932,Wardley CofE Primary School,M27 9UT,105940
933,Westwood Park Community Primary School,M30 8DH,105905
934,Wharton Primary School,M38 9XA,105897
935,Aim Habonim,M7 4EY,135633
936,Chatsworth High School and Community College,M30 9DY,143062
937,New Park School,M30 0RW,145850
938,St Paul's Peel CE Primary School,M38 9RB,105941
939,Talmod Torah Yetev,M7 2BT,131435
940,St Joseph's Catholic Primary School Reddish,SK5 6BG,136430
941,Stella Maris School,SK4 3BR,106154
942,Abingdon Primary,SK5 7ET,106074
943,Adswood Primary,SK3 8PQ,106024
944,Alexandra Park Primary,SK3 9RF,135746
945,All Saints CE Primary (Marple),SK6 7BQ,106102
946,Ashcroft School,SK8 1JE,106162
947,Banks Lane Junior,SK1 4PR,106028
948,Bredbury Green Primary,SK6 3DG,145054
949,Broadstones,SK4 5JD,142225
950,Castle Hill High School,SK2 5DS,106172
951,Cheadle Catholic Junior,SK8 6DB,106112
952,Cheadle Primary,SK8 1BB,106038
953,Dial Park Primary,SK2 5LB,106043
954,Great Moor Infant School,SK2 7DG,106048
955,Greave Primary,SK6 1HR,106050
956,Greenbank Preparatory School,SK8 6HU,106148
957,High Lane Primary,SK6 8JQ,106051
958,Hursthead Infant,SK8 7PZ,106052
959,Hursthead Junior,SK8 7PZ,140925
960,Inscape House School,SK8 1JE,134064
961,Ladybarn House School,SK8 1JE,106149
962,Ladybridge Primary,SK8 2JF,106054
963,Lark Hill Primary,SK3 9PH,106056
964,Lisburne School,SK2 5LB,106170
965,Mersey Vale Primary,SK4 2BZ,106059
966,Moss Hey Primary,SK7 1DS,106090
967,Nevill Road Infant,SK7 3ET,106062
968,Norbury Hall Primary,SK7 6LE,106064
969,Oakgrove School,SK8 3BU,131887
970,Queensgate Primary School,SK7 1NE,106072
972,Reddish Hall School,SK5 6UY,142536
973,"Royal School, Manchester",SK8 6RQ,106166
974,St Ambrose Catholic Primary,SK3 8LQ,106115
975,St Bernadette's Catholic Primary,SK5 8AR,106116
976,St Joseph's Stockport Catholic Primary School,SK1 1EF,106122
977,Bredbury St. Marks CofE Primary School,SK6 1BX,147723
978,St Matthews CE Primary,SK3 9EA,140417
979,St Pauls CE Primary,SK5 8AA,106108
980,St Philips Catholic Primary,SK2 5LB,106126
981,St Thomas CE Primary Stockport,SK1 3PJ,106109
982,Tithe Barn Primary,SK4 3NG,106080
983,Torkington Primary,SK7 6NR,106081
984,Valley School,SK7 1EN,106168
985,Vernon Park Primary,SK1 2NF,106082
986,Warren Wood Primary,SK2 5XU,106083
987,Willow House,SK8 6RF,136230
988,Windlehurst School,SK6 7HZ,131889
989,Woodley Primary,SK6 1LH,134779
990,Aldwyn Primary School,M34 5SF,106212
991,Arundale Primary School,SK14 6PW,106184
992,Ashton West End Primary School and Early Years Centre,OL7 0BJ,141759
993,Audenshaw Primary School,M34 5NG,106203
994,Bradley Green Community Primary School,SK14 4NA,143376
995,Broadbent Fold Primary School and Nursery,SK16 5DP,106193
996,Broadbottom Church of England Primary School,SK14 6BB,106227
997,Buckton Vale Primary School,SK15 3NU,106191
998,Corrie Primary and Nursery School,M34 6FG,106214
999,Dane Bank Primary School,SK5 6QL,147371
1000,Denton West End Primary School,M34 2JX,138207
1001,Dowson Primary School,SK14 5HU,143377
1002,Flowery Field Primary School and Nursery,SK14 4SQ,142701
1003,Gee Cross Holy Trinity Primary School,SK14 5LX,106226
1004,Godley Community Primary School,SK14 2QB,142704
1005,Greenfield Primary School,SK14 1QD,148132
1006,Greswell Primary and Nursery School,M34 2DH,106219
1007,Hollingworth Primary School,SK14 8LP,106179
1008,Holy Trinity Church of England Primary School,OL6 7DU,106244
1009,Hurst Knoll Primary and Nursery School,OL6 8JS,106229
1011,Livingstone Primary and Nursery School,OL5 0AP,106210
1012,Lyndhurst Community Primary School,SK16 4XL,106192
1013,Manchester Road Primary Academy,M43 6GD,141445
1014,Micklehurst All Saints Church of England Primary School,OL5 9JF,106235
1015,Millbrook Primary and Nursery School,SK15 3JX,106195
1016,Milton St John's Church of England Primary School,OL5 0BN,106234
1017,Moorside Primary School,M43 7DA,142499
1018,Oakdale School,SK16 5LD,106281
1019,Oakfield Primary and Moderate Learning Difficulties Resource Provision,SK14 4EZ,142717
1020,Oasis Academy Broadoak,OL6 8QG,144569
1021,Parochial Church of England Primary School,OL6 6NR,146703
1022,Ravensfield Primary School,SK16 4JG,134845
1023,Rosehill Methodist Community Primary School,OL6 8YG,146177
1024,St Anne's Primary School,M34 3DY,106213
1025,St Anne's Roman Catholic Primary and Nursery School,M34 5QA,106257
1026,St Christopher's Roman Catholic Primary and Nursery School,OL6 9DP,106256
1027,"St George's Church of England Primary School, Mossley",OL5 0HT,106248
1028,St James' Catholic Primary School,SK14 3DQ,106239
1029,St John's Church of England Primary School,SK16 5JA,106228
1030,St Joseph's Roman Catholic Primary School,OL5 0ES,106254
1031,St Mary's Catholic Primary School,SK16 5LD,106240
1032,"St Mary's Church of England Primary School, Droylsden",M43 7BR,106247
1034,St Paul's Catholic Primary School,SK14 4AG,106238
1035,St Peter's Catholic Primary School,SK15 2HB,106241
1036,St Peter's Church of England Primary School,OL7 0NB,106245
1037,St Raphael's Catholic Primary School,SK15 3JL,106242
1038,St Stephen's Church of England Primary School,M34 5HD,106246
1039,St Stephen's Roman Catholic Primary,M43 7NA,106253
1040,Stalyhill Junior School,SK15 2TD,106189
1041,The Heys Primary School,OL6 9NS,106201
1042,Wild Bank Community School,SK15 2PG,147917
1043,Yew Tree Community Primary School,SK16 5BJ,146456
1044,All Saint's Catholic Primary School,M33 5NW,106347
1045,Altrincham CofE (Aided) Primary School,WA14 4DS,106341
1046,Altrincham Prep School,WA14 2RR,106379
1047,Barton Clough Primary School,M32 9TG,144649
1048,Bollin Primary School,WA14 3AH,145746
1049,Bowdon Prep School for Girls,WA14 2LT,106377
1050,Broadheath Primary School,WA14 5JQ,106289
1051,Brooklands Primary School,M33 3SY,106301
1052,Broomwood Primary School,WA15 7JS,106290
1053,Cloverlea Primary School,WA15 7NQ,106295
1054,Firs Primary School,M33 5EL,106303
1055,Flixton Primary School,M41 5QL,106318
1056,Forest Gate Primary School,M31 4PN,138788
1057,Hale Preparatory School,WA15 9AS,106383
1058,Highfield Primary School,M41 9PA,106329
1059,Holy Family Catholic Primary School,M33 2JA,106345
1060,Moorlands Junior School,M33 2LP,106308
1061,Moss Park Infant School,M32 9HR,106324
1062,Moss Park Junior School,M32 9HS,106323
1063,North Cestrian School,WA14 4AJ,143104
1064,Our Lady of the Rosary RC Primary School,M41 7DS,106358
1065,Park Road Academy Primary School,WA14 5AP,136376
1066,Park Road Primary School,M33 6HR,140142
1067,Partington Central Academy,M31 4FL,143380
1068,Seymour Park Community Primary School,M16 9QE,106325
1069,Springfield Primary School,M33 7XS,106298
1070,St Alphonsus RC Primary School,M16 7PT,106360
1071,St Ambrose Prep School,WA15 0HE,106381
1072,St Ann's RC Primary School,M32 8SH,133284
1073,St Hilda's CofE Primary School,M16 0SH,147552
1074,St Hugh's Catholic Primary School,WA15 6TQ,106340
1075,St Hugh's of Lincoln RC Primary School,M32 9PD,106353
1076,St Joseph's Catholic Primary School,M33 3AF,106348
1077,St Mary's CE Primary School Sale,M33 6SA,106344
1078,St Michael's CE Primary School,M41 6JD,106350
1079,St Vincent's Catholic Primary School,WA15 8EY,136087
1080,Stamford Park Infant School,WA15 9JB,106286
1081,Stamford Park Junior School,WA15 9JB,106285
1082,Templemoor Infant and Nursery School,M33 2EG,106312
1083,Tyntesfield Primary School,M33 4HE,145485
1085,Victoria Park Infant School,M32 8BU,106328
1086,Victoria Park Junior School,M32 0XZ,106327
1087,Wellfield Infant and Nursery School,M33 5QW,106313
1088,Wellfield Junior School,M33 5QX,106304
1089,Woodhouse Primary School,M41 7NP,106332
1090,Delamere School,M41 6AP,106394
1091,Egerton High School,M41 7FZ,131885
1092,Longford Park School,M32 8QJ,147372
1093,Loreto Prep School,WA14 4GZ,106387
1094,Pictor School,WA15 6PH,142289
1096,Trafford Alternative Education Provision,M41 5GW,131134
1097,Bedford Hall Methodist Primary School,WN7 3DJ,140053
1098,Bickershaw CE Primary School,WN2 4AE,106470
1099,Bryn St Peter's CE Primary School,WN4 0DL,106438
1100,Cambian Tyldesley School,M29 8BS,135557
1101,Castle Hill St Phillip's CofE Primary School,WN2 4DH,106472
1102,Chowbent Primary School,M46 9FP,106443
1103,Christchurch CE Primary School Pennington,WN7 4HB,106512
1104,Garrett Hall Primary School,M29 7EY,106433
1105,Gilded Hollins Community School,WN7 3PQ,106431
1106,Highfield St Matthew's CE Primary School,WN3 6BL,145713
1107,Hindley All Saints CE Primary School,WN2 3QS,106471
1108,Hindley Green Community Primary School,WN2 4SS,141642
1109,Hindley Junior and Infant School,WN2 3PN,106415
1110,Holy Family Catholic Primary School Platt Bridge,WN2 5JU,106496
1111,Landgate School Bryn,WN4 0EP,134297
1112,Leigh CE Primary School,WN7 1LP,144609
1113,Leigh Central Primary School,WN7 1UY,106418
1114,Leigh St John's CofE Primary,WN7 1RY,106517
1115,Leigh Westleigh Methodist Primary School,WN7 5NJ,140087
1116,Lowton Junior and Infant School,WA3 2AW,106421
1117,Mab's Cross Primary School,WN1 1XL,106405
1118,Marus Bridge Primary School,WN3 6SP,143498
1119,Millbrook Primary School,WN6 8DL,106436
1120,Newbridge Learning Community,WN2 3TJ,135199
1121,Newton Westpark Primary School,WN7 5JY,106422
1122,Nicol Mere School,WN4 8DF,106430
1123,Orrell Holgate Academy,WN5 8SJ,143389
1124,Platt Bridge Community Primary School,WN2 5NG,139300
1125,Rowan Tree Primary School,M46 9HP,131295
1126,Sacred Heart RC Primary School,M46 9BN,106499
1127,Sacred Heart Primary School Hindley Green,WN2 4HD,130955
